id,class,method,allPerm,dangerousPerm,permTag
27,android.app.Notification.Builder,setFullScreenIntent,USE_FULL_SCREEN_INTENT;,,"
<p>Apps targeting <code dir=""ltr"" translate=""no""><a href=""/reference/android/os/Build.VERSION_CODES#Q"">Build.VERSION_CODES#Q</a></code> and above will have to request
 a permission (<code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#USE_FULL_SCREEN_INTENT"">Manifest.permission.USE_FULL_SCREEN_INTENT</a></code>) in order to
 use full screen intents.</p>"
28,android.app.Service,startForeground,FOREGROUND_SERVICE;,,"
<p>Apps targeting API <code dir=""ltr"" translate=""no""><a href=""/reference/android/os/Build.VERSION_CODES#P"">Build.VERSION_CODES.P</a></code> or later must request
 the permission <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#FOREGROUND_SERVICE"">Manifest.permission.FOREGROUND_SERVICE</a></code> in order to use
 this API.</p>"
29,android.app.WallpaperInfo,getSettingsSliceUri,BIND_WALLPAPER;,,"
<p>Returns an URI that provides a settings <code dir=""ltr"" translate=""no""><a href=""/reference/android/app/slice/Slice"">Slice</a></code> for this wallpaper.
 The wallpaper should implement a SliceProvider associated with this URI.
 The system will display the Slice in the customization section while previewing the live
 wallpaper. Because this URI is accessible to other apps, it is recommended to protect it
 with the android.permission.BIND_WALLPAPER permission.

 </p>"
30,android.app.WallpaperManager,clear,SET_WALLPAPER;,,"
<p>Remove one or more currently set wallpapers, reverting to the system default
 display for each one.  If <code dir=""ltr"" translate=""no""><a href=""/reference/android/app/WallpaperManager#FLAG_SYSTEM"">FLAG_SYSTEM</a></code> is set in the <code dir=""ltr"" translate=""no"">which</code>
 parameter, the intent <code dir=""ltr"" translate=""no""><a href=""/reference/android/content/Intent#ACTION_WALLPAPER_CHANGED"">Intent#ACTION_WALLPAPER_CHANGED</a></code> will be broadcast
 upon success.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code></p>"
31,android.app.WallpaperManager,clear,SET_WALLPAPER;,,"
<p>This method requires the caller to hold the permission
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code></p>"
32,android.app.WallpaperManager,clearWallpaper,SET_WALLPAPER;,,"
<p>This method requires the caller to hold the permission
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code>.
 
 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code></p>"
33,android.app.WallpaperManager,getDrawable,READ_EXTERNAL_STORAGE;,READ_EXTERNAL_STORAGE;,"
<p>
 This method can return null if there is no system wallpaper available, if
 wallpapers are not supported in the current user, or if the calling app is not
 permitted to access the system wallpaper.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_EXTERNAL_STORAGE"">Manifest.permission.READ_EXTERNAL_STORAGE</a></code></p>"
34,android.app.WallpaperManager,getFastDrawable,READ_EXTERNAL_STORAGE;,READ_EXTERNAL_STORAGE;,"
<p>Like <code dir=""ltr"" translate=""no""><a href=""/reference/android/app/WallpaperManager#getDrawable()"">getDrawable()</a></code>, but the returned Drawable has a number
 of limitations to reduce its overhead as much as possible. It will
 never scale the wallpaper (only centering it if the requested bounds
 do match the bitmap bounds, which should not be typical), doesn""t
 allow setting an alpha, color filter, or other attributes, etc.  The
 bounds of the returned drawable will be initialized to the same bounds
 as the wallpaper, so normally you will not need to touch it.  The
 drawable also assumes that it will be used in a context running in
 the same density as the screen (not in density compatibility mode).

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_EXTERNAL_STORAGE"">Manifest.permission.READ_EXTERNAL_STORAGE</a></code></p>"
35,android.app.WallpaperManager,getWallpaperFile,READ_EXTERNAL_STORAGE;,READ_EXTERNAL_STORAGE;,"
<p>If no lock-specific wallpaper has been configured for the given user, then
 this method will return <code dir=""ltr"" translate=""no"">null</code> when requesting <code dir=""ltr"" translate=""no""><a href=""/reference/android/app/WallpaperManager#FLAG_LOCK"">FLAG_LOCK</a></code> rather than
 returning the system wallpaper""s image file.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_EXTERNAL_STORAGE"">Manifest.permission.READ_EXTERNAL_STORAGE</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Returns</th></tr>
      <tr>
        <td><code dir=""ltr"" translate=""no""><a href=""/reference/android/os/ParcelFileDescriptor"">ParcelFileDescriptor</a></code></td>
        <td width=""100%"">An open, readable file desriptor to the requested wallpaper image file;
     or <code dir=""ltr"" translate=""no"">null</code> if no such wallpaper is configured or if the calling app does
     not have permission to read the current wallpaper.<p></p></td>
      </tr>
    </tbody></table>"
36,android.app.WallpaperManager,peekFastDrawable,READ_EXTERNAL_STORAGE;,READ_EXTERNAL_STORAGE;,"
<p>Like <code dir=""ltr"" translate=""no""><a href=""/reference/android/app/WallpaperManager#getFastDrawable()"">getFastDrawable()</a></code>, but if there is no wallpaper set,
 a null pointer is returned.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_EXTERNAL_STORAGE"">Manifest.permission.READ_EXTERNAL_STORAGE</a></code></p>"
37,android.app.WallpaperManager,setBitmap,SET_WALLPAPER;,,"
<p>Version of <code dir=""ltr"" translate=""no""><a href=""/reference/android/app/WallpaperManager#setBitmap(android.graphics.Bitmap,%20android.graphics.Rect,%20boolean)"">setBitmap(android.graphics.Bitmap, android.graphics.Rect, boolean)</a></code> that allows the caller
 to specify which of the supported wallpaper categories to set.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code></p>"
38,android.app.WallpaperManager,setBitmap,SET_WALLPAPER;,,"
<p>This method requires the caller to hold the permission
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code></p>"
39,android.app.WallpaperManager,setBitmap,SET_WALLPAPER;,,"
<p>This method requires the caller to hold the permission
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code></p>"
40,android.app.WallpaperManager,setDisplayPadding,SET_WALLPAPER;SET_WALLPAPER_HINTS;,,"
<p>This method requires the caller to hold the permission
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER_HINTS"">Manifest.permission.SET_WALLPAPER_HINTS</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER_HINTS"">Manifest.permission.SET_WALLPAPER_HINTS</a></code></p>"
41,android.app.WallpaperManager,setResource,SET_WALLPAPER;,,"
<p>Version of <code dir=""ltr"" translate=""no""><a href=""/reference/android/app/WallpaperManager#setResource(int)"">setResource(int)</a></code> that allows the caller to specify which
 of the supported wallpaper categories to set.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code></p>"
42,android.app.WallpaperManager,setResource,SET_WALLPAPER;,,"
<p>This method requires the caller to hold the permission
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code></p>"
43,android.app.WallpaperManager,setStream,SET_WALLPAPER;,,"
<p>This method requires the caller to hold the permission
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code></p>"
44,android.app.WallpaperManager,setStream,SET_WALLPAPER;,,"
<p>Version of <code dir=""ltr"" translate=""no""><a href=""/reference/android/app/WallpaperManager#setStream(java.io.InputStream,%20android.graphics.Rect,%20boolean)"">setStream(java.io.InputStream, android.graphics.Rect, boolean)</a></code> that allows the caller
 to specify which of the supported wallpaper categories to set.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code></p>"
45,android.app.WallpaperManager,setStream,SET_WALLPAPER;,,"
<p>This method requires the caller to hold the permission
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER"">Manifest.permission.SET_WALLPAPER</a></code></p>"
46,android.app.WallpaperManager,suggestDesiredDimensions,SET_WALLPAPER;SET_WALLPAPER_HINTS;,,"
<p>This method requires the caller to hold the permission
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SET_WALLPAPER_HINTS"">Manifest.permission.SET_WALLPAPER_HINTS</a></code>.</p>"
47,android.app.admin.DevicePolicyManager,bindDeviceAdminServiceAsUser,BIND_DEVICE_ADMIN;,,"
<p>
 The service must be protected by <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#BIND_DEVICE_ADMIN"">Manifest.permission.BIND_DEVICE_ADMIN</a></code>.
 Note that the <code dir=""ltr"" translate=""no""><a href=""/reference/android/content/Context"">Context</a></code> used to obtain this
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/app/admin/DevicePolicyManager"">DevicePolicyManager</a></code> instance via <code dir=""ltr"" translate=""no""><a href=""/reference/android/content/Context#getSystemService(java.lang.Class&lt;T&gt;)"">Context#getSystemService(Class)</a></code> will be used
 to bind to the <code dir=""ltr"" translate=""no""><a href=""/reference/android/app/Service"">Service</a></code>.
 </p>"
48,android.app.admin.DevicePolicyManager,getFactoryResetProtectionPolicy,MASTER_CLEAR;,,"
<p>
 This method can also be called by the FRP management agent on device or with the permission
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MASTER_CLEAR"">Manifest.permission.MASTER_CLEAR</a></code>, in which case, it can pass <code dir=""ltr"" translate=""no"">null</code>
 as the ComponentName.</p>
<table class=""responsive"">
    <tbody><tr><th colspan=""2"">Parameters</th></tr>
      <tr>
        <td><code dir=""ltr"" translate=""no"">admin</code></td>
        <td width=""100%"">
          <code dir=""ltr"" translate=""no"">ComponentName</code>: Which <code dir=""ltr"" translate=""no""><a href=""/reference/android/app/admin/DeviceAdminReceiver"">DeviceAdminReceiver</a></code> this request is associated with or
              <code dir=""ltr"" translate=""no"">null</code> if called by the FRP management agent on device or with the
              permission <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MASTER_CLEAR"">Manifest.permission.MASTER_CLEAR</a></code>.<p></p></td>
      </tr>
    </tbody></table>"
49,android.app.admin.DevicePolicyManager,getPasswordComplexity,REQUEST_PASSWORD_COMPLEXITY;,,"
<p>Apps need the <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#REQUEST_PASSWORD_COMPLEXITY"">permission#REQUEST_PASSWORD_COMPLEXITY</a></code> permission to call this
 method. On Android <code dir=""ltr"" translate=""no""><a href=""/reference/android/os/Build.VERSION_CODES#S"">Build.VERSION_CODES.S</a></code> and above, the calling
 application does not need this permission if it is a device owner or a profile owner.

 </p>
<p>This method can be called on the <code dir=""ltr"" translate=""no""><a href=""/reference/android/app/admin/DevicePolicyManager"">DevicePolicyManager</a></code> instance
 returned by <code dir=""ltr"" translate=""no""><a href=""/reference/android/app/admin/DevicePolicyManager#getParentProfileInstance(android.content.ComponentName)"">getParentProfileInstance(android.content.ComponentName)</a></code> in order to retrieve
 restrictions on the parent profile.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#REQUEST_PASSWORD_COMPLEXITY"">Manifest.permission.REQUEST_PASSWORD_COMPLEXITY</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalStateException"">IllegalStateException</a></code></td>
          <td width=""100%"">if the user is not unlocked.</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if the calling application does not have the permission
                               <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#REQUEST_PASSWORD_COMPLEXITY"">permission#REQUEST_PASSWORD_COMPLEXITY</a></code>, and is not a
                               device owner or a profile owner.</td>
        </tr>
      </tbody></table>"
50,android.app.admin.DevicePolicyManager,setAlwaysOnVpnPackage,BIND_VPN_SERVICE;,,"
<ul>
     <li>declare a <code dir=""ltr"" translate=""no""><a href=""/reference/android/net/VpnService"">VpnService</a></code> in its manifest, guarded by
         <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#BIND_VPN_SERVICE"">Manifest.permission.BIND_VPN_SERVICE</a></code>;</li>
     <li>target <code dir=""ltr"" translate=""no""><a href=""/reference/android/os/Build.VERSION_CODES#N"">API 24</a></code> or above; and</li>
     <li><i>not</i> explicitly opt out of the feature through
         <code dir=""ltr"" translate=""no""><a href=""/reference/android/net/VpnService#SERVICE_META_DATA_SUPPORTS_ALWAYS_ON"">VpnService.SERVICE_META_DATA_SUPPORTS_ALWAYS_ON</a></code>.</li>
 </ul>"
